month,borough,day_type,trip_type,route_id,period,total_mileage,total_operating_time,average_speed
2020-02-01,Bronx,1,LCL/LTD,BX5,Off-Peak,12060.079,1386,8.701249
2020-02-01,Bronx,1,LCL/LTD,BX5,Peak,7058.203,916,7.701153
2020-02-01,Bronx,2,LCL/LTD,BX5,Off-Peak,8854.626,890,9.94669
2020-02-01,Bronx,2,LCL/LTD,BX5,Peak,3172.395,329,9.6404705
2020-02-01,Bronx,1,LCL/LTD,BX6,Off-Peak,17476.309,2477,7.0529375
2020-02-01,Bronx,1,LCL/LTD,BX6,Peak,6125.961,1031,5.9385676
2020-02-01,Bronx,2,LCL/LTD,BX6,Off-Peak,7504.897,968,7.746457
2020-02-01,Bronx,2,LCL/LTD,BX6,Peak,2521.907,343,7.3342166
2020-02-01,Bronx,1,SBS,BX6+,Off-Peak,12622.4375,1679,7.515996
2020-02-01,Bronx,1,SBS,BX6+,Peak,6299.34,921,6.8393855
2020-02-01,Bronx,2,SBS,BX6+,Off-Peak,5236.248,609,8.590914
2020-02-01,Bronx,2,SBS,BX6+,Peak,2449.3271,288,8.481164
2020-02-01,Bronx,1,LCL/LTD,BX7,Off-Peak,17257.018,2512,6.867185
2020-02-01,Bronx,1,LCL/LTD,BX7,Peak,7957.15,1316,6.042193
2020-02-01,Bronx,2,LCL/LTD,BX7,Off-Peak,7304.945,1041,7.015108
2020-02-01,Bronx,2,LCL/LTD,BX7,Peak,2490.737,371,6.703699
2020-02-01,Bronx,1,LCL/LTD,BX8,Off-Peak,15777.931,1832,8.609109
2020-02-01,Bronx,1,LCL/LTD,BX8,Peak,9312.326,1140,8.168412
2020-02-01,Bronx,2,LCL/LTD,BX8,Off-Peak,3679.75,391,9.398379
2020-02-01,Bronx,2,LCL/LTD,BX8,Peak,1675.8461,177,9.447507
2020-02-01,Bronx,1,LCL/LTD,BX9,Off-Peak,26064.643,3955,6.5898557
2020-02-01,Bronx,1,LCL/LTD,BX9,Peak,11143.778,1923,5.793265
2020-02-01,Bronx,2,LCL/LTD,BX9,Off-Peak,10230.166,1484,6.8913918
2020-02-01,Bronx,2,LCL/LTD,BX9,Peak,3741.869,581,6.4351854
2020-02-01,Bronx,1,EXP,BXM1,Off-Peak,15156.753,1282,11.821019
2020-02-01,Bronx,1,EXP,BXM1,Peak,9043.72,879,10.281414
2020-02-01,Bronx,2,EXP,BXM1,Off-Peak,4304.344,328,13.098286
2020-02-01,Bronx,2,EXP,BXM1,Peak,1887.336,146,12.917374
2020-02-01,Bronx,1,EXP,BXM10,Off-Peak,12801.069,1136,11.265748
2020-02-01,Bronx,1,EXP,BXM10,Peak,8824.065,912,9.6708975
2020-02-01,Bronx,2,EXP,BXM10,Off-Peak,4310.265,319,13.469882
2020-02-01,Bronx,2,EXP,BXM10,Peak,1673.058,127,13.148664
2020-02-01,Bronx,1,EXP,BXM11,Off-Peak,11374.123,953,11.926481
2020-02-01,Bronx,1,EXP,BXM11,Peak,8350.172,817,10.215482
2020-02-01,Bronx,2,EXP,BXM11,Off-Peak,4512.083,326,13.837868
2020-02-01,Bronx,2,EXP,BXM11,Peak,1731.351,129,13.387568
2020-02-01,Bronx,1,EXP,BXM18,Off-Peak,1316.533,115,11.410464
2020-02-01,Bronx,1,EXP,BXM18,Peak,2896.85,299,9.660738
2020-02-01,Bronx,1,EXP,BXM2,Off-Peak,13760.3125,1143,12.034873
2020-02-01,Bronx,1,EXP,BXM2,Peak,6520.345,625,10.421787
2020-02-01,Bronx,2,EXP,BXM2,Off-Peak,4811.811,355,13.520997
2020-02-01,Bronx,2,EXP,BXM2,Peak,2060.799,157,13.094392
2020-02-01,Bronx,1,EXP,BXM3,Off-Peak,8631.355,749,11.511523
2020-02-01,Bronx,1,EXP,BXM3,Peak,4771.437,477,9.982602
2020-02-01,Bronx,2,EXP,BXM3,Off-Peak,2889.354,210,13.749007
2020-02-01,Bronx,2,EXP,BXM3,Peak,1071.2,81,13.097267
2020-02-01,Bronx,1,EXP,BXM4,Off-Peak,5475.727,558,9.805214
2020-02-01,Bronx,1,EXP,BXM4,Peak,2989.9922,351,8.501662
2020-02-01,Bronx,2,EXP,BXM4,Off-Peak,2201.841,191,11.524242
2020-02-01,Bronx,2,EXP,BXM4,Peak,899.101,79,11.352405
2020-02-01,Bronx,1,EXP,BXM6,Off-Peak,5762.771,465,12.38321
2020-02-01,Bronx,1,EXP,BXM6,Peak,3878.352,383,10.125746
2020-02-01,Bronx,2,EXP,BXM6,Off-Peak,2620.024,176,14.834522
2020-02-01,Bronx,2,EXP,BXM6,Peak,915.36,63,14.481571
2020-02-01,Bronx,1,EXP,BXM7,Off-Peak,24144.963,1619,14.911275
2020-02-01,Bronx,1,EXP,BXM7,Peak,16281.575,1285,12.661306
2020-02-01,Bronx,2,EXP,BXM7,Off-Peak,9311.939,534,17.416382
2020-02-01,Bronx,2,EXP,BXM7,Peak,3642.688,218,16.702427
2020-02-01,Bronx,1,EXP,BXM8,Off-Peak,12981.945,1033,12.555501
2020-02-01,Bronx,1,EXP,BXM8,Peak,9629.533,876,10.984418
2020-02-01,Bronx,2,EXP,BXM8,Off-Peak,4057.244,265,15.257306
2020-02-01,Bronx,2,EXP,BXM8,Peak,1578.822,104,15.110272
2020-02-01,Bronx,1,EXP,BXM9,Off-Peak,14560.588,1097,13.261482
2020-02-01,Bronx,1,EXP,BXM9,Peak,9211.849,826,11.149123
2020-02-01,Bronx,2,EXP,BXM9,Off-Peak,4200.388,266,15.741322
2020-02-01,Bronx,2,EXP,BXM9,Peak,1490.5851,94,15.774453
2020-02-01,Brooklyn,1,LCL/LTD,B1,Off-Peak,22621.4,3029,7.466057
2020-02-01,Brooklyn,1,LCL/LTD,B1,Peak,10032.336,1459,6.875046
2020-02-01,Brooklyn,2,LCL/LTD,B1,Off-Peak,9379.044,1235,7.5903163
2020-02-01,Brooklyn,2,LCL/LTD,B1,Peak,3917.481,523,7.476204
2020-02-01,Brooklyn,1,LCL/LTD,B100,Off-Peak,10059.662,1058,9.50617
2020-02-01,Brooklyn,1,LCL/LTD,B100,Peak,7493.017,852,8.785792
2020-02-01,Brooklyn,2,LCL/LTD,B100,Off-Peak,2569.851,251,10.205921
2020-02-01,Brooklyn,2,LCL/LTD,B100,Peak,1047.876,107,9.753506
2020-02-01,Brooklyn,1,LCL/LTD,B103,Off-Peak,30343.098,3669,8.268277
2020-02-01,Brooklyn,1,LCL/LTD,B103,Peak,15492.387,2071,7.4804306
2020-02-01,Brooklyn,2,LCL/LTD,B103,Off-Peak,12016.041,1364,8.804622
2020-02-01,Brooklyn,2,LCL/LTD,B103,Peak,4200.119,494,8.488729
2020-02-01,Brooklyn,1,LCL/LTD,B11,Off-Peak,13826.216,2326,5.9427476
2020-02-01,Brooklyn,1,LCL/LTD,B11,Peak,6573.276,1249,5.2628136
2020-02-01,Brooklyn,2,LCL/LTD,B11,Off-Peak,5256.1763,738,7.1207666
2020-02-01,Brooklyn,2,LCL/LTD,B11,Peak,1661.814,244,6.79826
2020-02-01,Brooklyn,1,LCL/LTD,B12,Off-Peak,15345.618,2575,5.9574246
2020-02-01,Brooklyn,1,LCL/LTD,B12,Peak,6106.394,1215,5.0249667
2020-02-01,Brooklyn,2,LCL/LTD,B12,Off-Peak,6378.4,961,6.633642
2020-02-01,Brooklyn,2,LCL/LTD,B12,Peak,2256.128,368,6.1238627
2020-02-01,Brooklyn,1,LCL/LTD,B13,Off-Peak,15241.317,1840,8.282079
2020-02-01,Brooklyn,1,LCL/LTD,B13,Peak,7654.304,1022,7.4857926
2020-02-01,Brooklyn,2,LCL/LTD,B13,Off-Peak,5742.756,656,8.741993
2020-02-01,Brooklyn,2,LCL/LTD,B13,Peak,1903.642,227,8.378122
2020-02-01,Brooklyn,1,LCL/LTD,B14,Off-Peak,11056.297,1592,6.9414086
2020-02-01,Brooklyn,1,LCL/LTD,B14,Peak,4590.607,777,5.9054146
2020-02-01,Brooklyn,2,LCL/LTD,B14,Off-Peak,4597.586,615,7.4683924
2020-02-01,Brooklyn,2,LCL/LTD,B14,Peak,1633.898,231,7.0537357
2020-02-01,Brooklyn,1,LCL/LTD,B15,Off-Peak,44890.62,5004,8.970551
2020-02-01,Brooklyn,1,LCL/LTD,B15,Peak,12027.471,1735,6.930516
2020-02-01,Brooklyn,2,LCL/LTD,B15,Off-Peak,23592.861,2487,9.483638
2020-02-01,Brooklyn,2,LCL/LTD,B15,Peak,6424.651,760,8.452694
2020-02-01,Brooklyn,1,LCL/LTD,B16,Off-Peak,13236.572,1846,7.1686997
2020-02-01,Brooklyn,1,LCL/LTD,B16,Peak,5867.853,938,6.2522964
2020-02-01,Brooklyn,2,LCL/LTD,B16,Off-Peak,5650.981,656,8.609557
2020-02-01,Brooklyn,2,LCL/LTD,B16,Peak,2055.228,251,8.162694
2020-02-01,Brooklyn,1,LCL/LTD,B17,Off-Peak,16309.898,2097,7.7776914
2020-02-01,Brooklyn,1,LCL/LTD,B17,Peak,7237.514,1133,6.383071
2020-02-01,Brooklyn,2,LCL/LTD,B17,Off-Peak,8374.929,958,8.738241
2020-02-01,Brooklyn,2,LCL/LTD,B17,Peak,2987.928,364,8.202221
2020-02-01,Brooklyn,1,LCL/LTD,B2,Off-Peak,3788.784,434,8.715965
2020-02-01,Brooklyn,1,LCL/LTD,B2,Peak,2015.214,275,7.3140283
2020-02-01,Brooklyn,2,LCL/LTD,B2,Off-Peak,1817.616,197,9.219925
2020-02-01,Brooklyn,2,LCL/LTD,B2,Peak,658.767,76,8.643976
2020-02-01,Brooklyn,1,LCL/LTD,B20,Off-Peak,15702.547,2208,7.1098647
2020-02-01,Brooklyn,1,LCL/LTD,B20,Peak,6722.111,1076,6.241833
2020-02-01,Brooklyn,2,LCL/LTD,B20,Off-Peak,5569.015,714,7.798961
2020-02-01,Brooklyn,2,LCL/LTD,B20,Peak,2035.61,269,7.543813
2020-02-01,Brooklyn,1,LCL/LTD,B24,Off-Peak,6943.464,814,8.529844
2020-02-01,Brooklyn,1,LCL/LTD,B24,Peak,2971.1199,415,7.149759
2020-02-01,Brooklyn,2,LCL/LTD,B24,Off-Peak,3503.576,363,9.642487
2020-02-01,Brooklyn,2,LCL/LTD,B24,Peak,1260.2,137,9.175045
2020-02-01,Brooklyn,1,LCL/LTD,B25,Off-Peak,15533.034,2529,6.1404023
2020-02-01,Brooklyn,1,LCL/LTD,B25,Peak,6225.892,1128,5.514709
2020-02-01,Brooklyn,2,LCL/LTD,B25,Off-Peak,6822.027,999,6.8239207
2020-02-01,Brooklyn,2,LCL/LTD,B25,Peak,2389.21,372,6.409236
2020-02-01,Brooklyn,1,LCL/LTD,B26,Off-Peak,16018.187,2453,6.5278916
2020-02-01,Brooklyn,1,LCL/LTD,B26,Peak,7343.8643,1259,5.831791
2020-02-01,Brooklyn,2,LCL/LTD,B26,Off-Peak,7783.006,1082,7.1920013
2020-02-01,Brooklyn,2,LCL/LTD,B26,Peak,2770.988,410,6.7512345
2020-02-01,Brooklyn,1,LCL/LTD,B3,Off-Peak,17242.172,2378,7.248405
2020-02-01,Brooklyn,1,LCL/LTD,B3,Peak,7382.944,1166,6.3280463
2020-02-01,Brooklyn,2,LCL/LTD,B3,Off-Peak,8151.015,1065,7.650117
2020-02-01,Brooklyn,2,LCL/LTD,B3,Peak,3210.289,442,7.255314
2020-02-01,Brooklyn,1,LCL/LTD,B31,Off-Peak,4599.298,472,9.724109
2020-02-01,Brooklyn,1,LCL/LTD,B31,Peak,2387.07,301,7.924293
2020-02-01,Brooklyn,2,LCL/LTD,B31,Off-Peak,2330.37,213,10.9299
2020-02-01,Brooklyn,2,LCL/LTD,B31,Peak,762.615,75,10.043622
2020-02-01,Brooklyn,1,LCL/LTD,B32,Off-Peak,2525.606,279,9.025923
2020-02-01,Brooklyn,1,LCL/LTD,B32,Peak,1376.102,169,8.140529
2020-02-01,Brooklyn,2,LCL/LTD,B32,Off-Peak,1328.2001,139,9.543037
2020-02-01,Brooklyn,2,LCL/LTD,B32,Peak,698.478,73,9.470531
2020-02-01,Brooklyn,1,LCL/LTD,B35,Off-Peak,27597.438,4705,5.8655252
2020-02-01,Brooklyn,1,LCL/LTD,B35,Peak,11921.426,2319,5.140336
2020-02-01,Brooklyn,2,LCL/LTD,B35,Off-Peak,12301.31,2011,6.114618
2020-02-01,Brooklyn,2,LCL/LTD,B35,Peak,4474.565,786,5.687452
2020-02-01,Brooklyn,1,LCL/LTD,B36,Off-Peak,15888.668,2063,7.698746
2020-02-01,Brooklyn,1,LCL/LTD,B36,Peak,8954.466,1280,6.9928904
2020-02-01,Brooklyn,2,LCL/LTD,B36,Off-Peak,5516.4067,660,8.349414
2020-02-01,Brooklyn,2,LCL/LTD,B36,Peak,2017.191,254,7.927669
2020-02-01,Brooklyn,1,LCL/LTD,B37,Off-Peak,8096.75,1005,8.054869
2020-02-01,Brooklyn,1,LCL/LTD,B37,Peak,3320.9658,486,6.8242335
2020-02-01,Brooklyn,2,LCL/LTD,B37,Off-Peak,3209.517,372,8.609514
2020-02-01,Brooklyn,2,LCL/LTD,B37,Peak,1119.027,137,8.140237
2020-02-01,Brooklyn,1,LCL/LTD,B38,Off-Peak,25062.818,3888,6.4451504
2020-02-01,Brooklyn,1,LCL/LTD,B38,Peak,11955.399,2033,5.8793664
2020-02-01,Brooklyn,2,LCL/LTD,B38,Off-Peak,9206.289,1295,7.1054397
2020-02-01,Brooklyn,2,LCL/LTD,B38,Peak,3283.374,486,6.749036
2020-02-01,Brooklyn,1,LCL/LTD,B39,Off-Peak,1143.654,108,10.55429
2020-02-01,Brooklyn,1,LCL/LTD,B39,Peak,528.716,51,10.242959
2020-02-01,Brooklyn,2,LCL/LTD,B39,Off-Peak,591.97003,45,12.950792
2020-02-01,Brooklyn,2,LCL/LTD,B39,Peak,293.058,21,13.877313
2020-02-01,Brooklyn,1,LCL/LTD,B4,Off-Peak,13242.95,1747,7.5771313
2020-02-01,Brooklyn,1,LCL/LTD,B4,Peak,5462.276,831,6.5687184
2020-02-01,Brooklyn,2,LCL/LTD,B4,Off-Peak,6394.261,743,8.594928
2020-02-01,Brooklyn,2,LCL/LTD,B4,Peak,2302.031,285,8.068423
2020-02-01,Brooklyn,1,LCL/LTD,B41,Off-Peak,43287.746,6444,6.7169743
2020-02-01,Brooklyn,1,LCL/LTD,B41,Peak,18443.928,2986,6.176257
2020-02-01,Brooklyn,2,LCL/LTD,B41,Off-Peak,18647.652,2597,7.1794744
2020-02-01,Brooklyn,2,LCL/LTD,B41,Peak,6806.928,985,6.910285
2020-02-01,Brooklyn,1,LCL/LTD,B42,Off-Peak,4800.6763,623,7.6963067
2020-02-01,Brooklyn,1,LCL/LTD,B42,Peak,2384.06,379,6.281244
2020-02-01,Brooklyn,2,LCL/LTD,B42,Off-Peak,1783.376,208,8.554126
2020-02-01,Brooklyn,2,LCL/LTD,B42,Peak,602.794,80,7.489598
2020-02-01,Brooklyn,1,LCL/LTD,B43,Off-Peak,15353.8125,2364,6.4938064
2020-02-01,Brooklyn,1,LCL/LTD,B43,Peak,6500.596,1198,5.4233913
2020-02-01,Brooklyn,2,LCL/LTD,B43,Off-Peak,6790.652,962,7.05826
2020-02-01,Brooklyn,2,LCL/LTD,B43,Peak,2239.38,338,6.615213
2020-02-01,Brooklyn,1,LCL/LTD,B44,Off-Peak,26606.117,3770,7.055895
2020-02-01,Brooklyn,1,LCL/LTD,B44,Peak,8903.588,1500,5.9324293
2020-02-01,Brooklyn,2,LCL/LTD,B44,Off-Peak,13181.476,1668,7.8991446
2020-02-01,Brooklyn,2,LCL/LTD,B44,Peak,4440.498,608,7.300562
2020-02-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,193.104,22,8.57827
2020-02-01,Brooklyn,1,SBS,B44+,Off-Peak,24615.871,2652,9.278885
2020-02-01,Brooklyn,1,SBS,B44+,Peak,13457.398,1551,8.674499
2020-02-01,Brooklyn,2,SBS,B44+,Off-Peak,10072.116,1006,10.009949
2020-02-01,Brooklyn,2,SBS,B44+,Peak,4577.265,449,10.176888
2020-02-01,Brooklyn,1,LCL/LTD,B45,Off-Peak,8926.128,1459,6.1158085
2020-02-01,Brooklyn,1,LCL/LTD,B45,Peak,3999.646,750,5.3280897
2020-02-01,Brooklyn,2,LCL/LTD,B45,Off-Peak,3900.906,571,6.822595
2020-02-01,Brooklyn,2,LCL/LTD,B45,Peak,1454.258,222,6.526938
2020-02-01,Brooklyn,1,LCL/LTD,B46,Off-Peak,28155.418,4038,6.9713006
2020-02-01,Brooklyn,1,LCL/LTD,B46,Peak,10293.796,1656,6.21284
2020-02-01,Brooklyn,2,LCL/LTD,B46,Off-Peak,14350.111,1942,7.386307
2020-02-01,Brooklyn,2,LCL/LTD,B46,Peak,5166.555,721,7.15835
2020-02-01,Brooklyn,1,LCL/LTD,B46+,Off-Peak,193.844,25,7.539064
2020-02-01,Brooklyn,1,SBS,B46+,Off-Peak,20404.27,2382,8.563663
2020-02-01,Brooklyn,1,SBS,B46+,Peak,13812.332,1734,7.963085
2020-02-01,Brooklyn,2,SBS,B46+,Off-Peak,7979.868,903,8.830585
2020-02-01,Brooklyn,2,SBS,B46+,Peak,3658.836,414,8.817777
2020-02-01,Brooklyn,1,LCL/LTD,B47,Off-Peak,18444.027,2634,7.0019884
2020-02-01,Brooklyn,1,LCL/LTD,B47,Peak,7619.299,1260,6.042543
2020-02-01,Brooklyn,2,LCL/LTD,B47,Off-Peak,8539.041,1160,7.358842
2020-02-01,Brooklyn,2,LCL/LTD,B47,Peak,2730.16,396,6.8808384
2020-02-01,Brooklyn,1,LCL/LTD,B48,Off-Peak,9678.465,1356,7.1343937
2020-02-01,Brooklyn,1,LCL/LTD,B48,Peak,3807.42,671,5.6721926
2020-02-01,Brooklyn,2,LCL/LTD,B48,Off-Peak,4602.3853,596,7.7190037
2020-02-01,Brooklyn,2,LCL/LTD,B48,Peak,1424.11,198,7.169191
2020-02-01,Brooklyn,1,LCL/LTD,B49,Off-Peak,23535.355,3023,7.784048
2020-02-01,Brooklyn,1,LCL/LTD,B49,Peak,9258.124,1413,6.550773
2020-02-01,Brooklyn,2,LCL/LTD,B49,Off-Peak,8630.654,1022,8.437068
2020-02-01,Brooklyn,2,LCL/LTD,B49,Peak,3318.918,426,7.787627
2020-02-01,Brooklyn,1,LCL/LTD,B52,Off-Peak,15008.857,2431,6.1718073
2020-02-01,Brooklyn,1,LCL/LTD,B52,Peak,7028.118,1281,5.4832892
2020-02-01,Brooklyn,2,LCL/LTD,B52,Off-Peak,6903.473,1022,6.7522836
2020-02-01,Brooklyn,2,LCL/LTD,B52,Peak,2340.94,363,6.4432397
2020-02-01,Brooklyn,1,LCL/LTD,B54,Off-Peak,10149.786,1723,5.890508
2020-02-01,Brooklyn,1,LCL/LTD,B54,Peak,5012.982,990,5.0601425
2020-02-01,Brooklyn,2,LCL/LTD,B54,Off-Peak,4281.773,619,6.911613
2020-02-01,Brooklyn,2,LCL/LTD,B54,Peak,1451.0549,225,6.4367046
2020-02-01,Brooklyn,1,LCL/LTD,B57,Off-Peak,12613.3955,1818,6.9378963
2020-02-01,Brooklyn,1,LCL/LTD,B57,Peak,5141.592,858,5.9870577
2020-02-01,Brooklyn,2,LCL/LTD,B57,Off-Peak,6178.014,746,8.272378
2020-02-01,Brooklyn,2,LCL/LTD,B57,Peak,2434.338,305,7.9705477
2020-02-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,65225.914,8361,7.800877
2020-02-01,Brooklyn,1,LCL/LTD,B6,Peak,26993.424,3980,6.781165
2020-02-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,24354.254,2970,8.199126
2020-02-01,Brooklyn,2,LCL/LTD,B6,Peak,9264.096,1175,7.8784757
2020-02-01,Brooklyn,1,LCL/LTD,B60,Off-Peak,16849.271,2465,6.8342967
2020-02-01,Brooklyn,1,LCL/LTD,B60,Peak,7336.073,1240,5.9161654
2020-02-01,Brooklyn,2,LCL/LTD,B60,Off-Peak,6814.7773,896,7.604326
2020-02-01,Brooklyn,2,LCL/LTD,B60,Peak,2077.184,293,7.073238
2020-02-01,Brooklyn,1,LCL/LTD,B61,Off-Peak,15273.87,1840,8.299853
2020-02-01,Brooklyn,1,LCL/LTD,B61,Peak,7111.228,973,7.30552
2020-02-01,Brooklyn,2,LCL/LTD,B61,Off-Peak,7268.056,807,9.006262
2020-02-01,Brooklyn,2,LCL/LTD,B61,Peak,2445.93,283,8.626993
2020-02-01,Brooklyn,1,LCL/LTD,B62,Off-Peak,16089.337,2146,7.4972854
2020-02-01,Brooklyn,1,LCL/LTD,B62,Peak,7308.481,1149,6.357767
2020-02-01,Brooklyn,2,LCL/LTD,B62,Off-Peak,7850.29,1002,7.8285203
2020-02-01,Brooklyn,2,LCL/LTD,B62,Peak,2557.179,349,7.3154454
2020-02-01,Brooklyn,1,LCL/LTD,B63,Off-Peak,17653.145,2970,5.9430523
2020-02-01,Brooklyn,1,LCL/LTD,B63,Peak,6859.896,1276,5.375281
2020-02-01,Brooklyn,2,LCL/LTD,B63,Off-Peak,9438.816,1497,6.304504
2020-02-01,Brooklyn,2,LCL/LTD,B63,Peak,3252.9841,549,5.9198203
2020-02-01,Brooklyn,1,LCL/LTD,B64,Off-Peak,11517.251,1426,8.075789
2020-02-01,Brooklyn,1,LCL/LTD,B64,Peak,4971.162,672,7.397324
2020-02-01,Brooklyn,2,LCL/LTD,B64,Off-Peak,6251.826,702,8.9037695
2020-02-01,Brooklyn,2,LCL/LTD,B64,Peak,2361.888,276,8.544193
2020-02-01,Brooklyn,1,LCL/LTD,B65,Off-Peak,8315.8,1242,6.6918154
2020-02-01,Brooklyn,1,LCL/LTD,B65,Peak,3357.062,577,5.809635
2020-02-01,Brooklyn,2,LCL/LTD,B65,Off-Peak,5352.488,721,7.419084
2020-02-01,Brooklyn,2,LCL/LTD,B65,Peak,1981.959,273,7.2424655
2020-02-01,Brooklyn,1,LCL/LTD,B67,Off-Peak,9638.928,1385,6.957112
2020-02-01,Brooklyn,1,LCL/LTD,B67,Peak,4957.216,811,6.1115565
2020-02-01,Brooklyn,2,LCL/LTD,B67,Off-Peak,2881.473,366,7.853904
2020-02-01,Brooklyn,2,LCL/LTD,B67,Peak,884.15594,124,7.098994
2020-02-01,Brooklyn,1,LCL/LTD,B68,Off-Peak,21978.016,2859,7.6850166
2020-02-01,Brooklyn,1,LCL/LTD,B68,Peak,9083.77,1261,7.2007303
2020-02-01,Brooklyn,2,LCL/LTD,B68,Off-Peak,10928.145,1326,8.236097
2020-02-01,Brooklyn,2,LCL/LTD,B68,Peak,3870.422,500,7.7400312
2020-02-01,Brooklyn,1,LCL/LTD,B69,Off-Peak,7078.278,1034,6.839022
2020-02-01,Brooklyn,1,LCL/LTD,B69,Peak,4437.986,744,5.961605
2020-02-01,Brooklyn,2,LCL/LTD,B69,Off-Peak,2345.428,303,7.7213054
2020-02-01,Brooklyn,2,LCL/LTD,B69,Peak,1183.906,151,7.8101506
2020-02-01,Brooklyn,1,LCL/LTD,B7,Off-Peak,9745.634,1315,7.4100547
2020-02-01,Brooklyn,1,LCL/LTD,B7,Peak,4952.5317,756,6.544697
2020-02-01,Brooklyn,2,LCL/LTD,B7,Off-Peak,3623.129,439,8.246149
2020-02-01,Brooklyn,2,LCL/LTD,B7,Peak,1513.549,201,7.520834
2020-02-01,Brooklyn,1,LCL/LTD,B70,Off-Peak,8440.665,1221,6.907531
2020-02-01,Brooklyn,1,LCL/LTD,B70,Peak,4179.863,674,6.1932716
2020-02-01,Brooklyn,2,LCL/LTD,B70,Off-Peak,3932.757,529,7.4207783
2020-02-01,Brooklyn,2,LCL/LTD,B70,Peak,1261.494,177,7.1261005
2020-02-01,Brooklyn,1,LCL/LTD,B74,Off-Peak,3257.27,429,7.5845957
2020-02-01,Brooklyn,1,LCL/LTD,B74,Peak,1891.043,253,7.4600873
2020-02-01,Brooklyn,2,LCL/LTD,B74,Off-Peak,1262.8,160,7.8701334
2020-02-01,Brooklyn,2,LCL/LTD,B74,Peak,533.533,71,7.4955177
2020-02-01,Brooklyn,1,LCL/LTD,B8,Off-Peak,27311.518,4000,6.8263955
2020-02-01,Brooklyn,1,LCL/LTD,B8,Peak,10405.473,1748,5.9519978
2020-02-01,Brooklyn,2,LCL/LTD,B8,Off-Peak,10854.482,1405,7.722915
2020-02-01,Brooklyn,2,LCL/LTD,B8,Peak,4136.056,570,7.2558603
2020-02-01,Brooklyn,1,LCL/LTD,B82,Off-Peak,28549.414,3796,7.5194163
2020-02-01,Brooklyn,1,LCL/LTD,B82,Peak,9788.426,1469,6.662289
2020-02-01,Brooklyn,2,LCL/LTD,B82,Off-Peak,14839.757,1936,7.6647677
2020-02-01,Brooklyn,2,LCL/LTD,B82,Peak,5665.812,787,7.193236
2020-02-01,Brooklyn,1,SBS,B82+,Off-Peak,21013.01,2406,8.730698
2020-02-01,Brooklyn,1,SBS,B82+,Peak,9998.08,1235,8.095123
2020-02-01,Brooklyn,1,LCL/LTD,B83,Off-Peak,13831.235,1667,8.29672
2020-02-01,Brooklyn,1,LCL/LTD,B83,Peak,5555.05,783,7.089494
2020-02-01,Brooklyn,2,LCL/LTD,B83,Off-Peak,5530.386,593,9.318219
2020-02-01,Brooklyn,2,LCL/LTD,B83,Peak,2204.173,247,8.90505
2020-02-01,Brooklyn,1,LCL/LTD,B84,Off-Peak,1715.761,169,10.148595
2020-02-01,Brooklyn,1,LCL/LTD,B84,Peak,798.80096,90,8.781517
2020-02-01,Brooklyn,2,LCL/LTD,B84,Off-Peak,502.79797,48,10.367146
2020-02-01,Brooklyn,2,LCL/LTD,B84,Peak,204.75198,21,9.513147
2020-02-01,Brooklyn,1,LCL/LTD,B9,Off-Peak,20295.066,2953,6.871298
2020-02-01,Brooklyn,1,LCL/LTD,B9,Peak,9619.094,1577,6.0958
2020-02-01,Brooklyn,2,LCL/LTD,B9,Off-Peak,9121.99,1174,7.7641296
2020-02-01,Brooklyn,2,LCL/LTD,B9,Peak,3335.359,437,7.618763
2020-02-01,Brooklyn,1,EXP,BM1,Off-Peak,7776.479,658,11.805698
2020-02-01,Brooklyn,1,EXP,BM1,Peak,7630.359,717,10.640537
2020-02-01,Brooklyn,2,EXP,BM1,Off-Peak,1449.446,112,12.88196
2020-02-01,Brooklyn,2,EXP,BM1,Peak,456.858,34,13.381027
2020-02-01,Brooklyn,1,EXP,BM2,Off-Peak,7147.857,626,11.413313
2020-02-01,Brooklyn,1,EXP,BM2,Peak,4776.166,475,10.034718
2020-02-01,Brooklyn,2,EXP,BM2,Off-Peak,1189.364,94,12.6046095
2020-02-01,Brooklyn,2,EXP,BM2,Peak,428.948,34,12.325403
2020-02-01,Brooklyn,1,EXP,BM3,Off-Peak,5087.96,421,12.064265
2020-02-01,Brooklyn,1,EXP,BM3,Peak,3110.5679,277,11.202347
2020-02-01,Brooklyn,2,EXP,BM3,Off-Peak,948.29895,72,13.065569
2020-02-01,Brooklyn,2,EXP,BM3,Peak,424.582,33,12.786154
2020-02-01,Brooklyn,1,EXP,BM4,Off-Peak,2942.042,251,11.71974
2020-02-01,Brooklyn,1,EXP,BM4,Peak,3808.664,366,10.37985
2020-02-01,Brooklyn,2,EXP,BM4,Off-Peak,957.213,73,13.089446
2020-02-01,Brooklyn,2,EXP,BM4,Peak,337.99802,25,13.161062
2020-02-01,Brooklyn,1,EXP,BM5,Off-Peak,4932.8506,371,13.274566
2020-02-01,Brooklyn,1,EXP,BM5,Peak,3100.4648,282,10.981446
2020-02-01,Brooklyn,2,EXP,BM5,Off-Peak,781.35394,50,15.364432
2020-02-01,Brooklyn,2,EXP,BM5,Peak,423.235,29,14.467786
2020-02-01,Brooklyn,1,EXP,X27,Off-Peak,10141.077,844,12.004672
