month,borough,day_type,trip_type,route_id,period,total_mileage,total_operating_time,average_speed
2021-03-01,Queens,1,LCL/LTD,Q39,Peak,9739.328,1208,8.057504
2021-03-01,Queens,2,LCL/LTD,Q39,Off-Peak,3673.192,372,9.85861
2021-03-01,Queens,2,LCL/LTD,Q39,Peak,1231.5,128,9.580364
2021-03-01,Queens,1,LCL/LTD,Q4,Off-Peak,20549.076,2268,9.057199
2021-03-01,Queens,1,LCL/LTD,Q4,Peak,10144.101,1209,8.386529
2021-03-01,Queens,2,LCL/LTD,Q4,Off-Peak,4681.6,491,9.516087
2021-03-01,Queens,2,LCL/LTD,Q4,Peak,1634.006,182,8.943439
2021-03-01,Queens,1,LCL/LTD,Q40,Off-Peak,7305.956,853,8.558641
2021-03-01,Queens,1,LCL/LTD,Q40,Peak,3619.877,463,7.8166113
2021-03-01,Queens,2,LCL/LTD,Q40,Off-Peak,1969.087,222,8.830899
2021-03-01,Queens,2,LCL/LTD,Q40,Peak,676.813,82,8.17322
2021-03-01,Queens,1,LCL/LTD,Q41,Off-Peak,10764.531,1187,9.066715
2021-03-01,Queens,1,LCL/LTD,Q41,Peak,6073.817,708,8.568642
2021-03-01,Queens,2,LCL/LTD,Q41,Off-Peak,2962.898,303,9.747693
2021-03-01,Queens,2,LCL/LTD,Q41,Peak,1291.284,135,9.511384
2021-03-01,Queens,1,LCL/LTD,Q42,Off-Peak,2676.9512,262,10.212249
2021-03-01,Queens,1,LCL/LTD,Q42,Peak,2016.889,212,9.502546
2021-03-01,Queens,1,LCL/LTD,Q43,Off-Peak,30250.488,3083,9.811632
2021-03-01,Queens,1,LCL/LTD,Q43,Peak,14994.43,1547,9.690409
2021-03-01,Queens,2,LCL/LTD,Q43,Off-Peak,7070.468,677,10.433412
2021-03-01,Queens,2,LCL/LTD,Q43,Peak,2709.612,271,9.981431
2021-03-01,Queens,1,LCL/LTD,Q44+,Off-Peak,91.457,11,7.8360004
2021-03-01,Queens,1,SBS,Q44+,Off-Peak,61384.652,5944,10.325569
2021-03-01,Queens,1,SBS,Q44+,Peak,20041.799,2181,9.18604
2021-03-01,Queens,2,SBS,Q44+,Off-Peak,18749.08,1646,11.38401
2021-03-01,Queens,2,SBS,Q44+,Peak,6017.547,559,10.75076
2021-03-01,Queens,1,LCL/LTD,Q46,Off-Peak,48762.984,3969,12.28566
2021-03-01,Queens,1,LCL/LTD,Q46,Peak,27731.617,2394,11.582682
2021-03-01,Queens,2,LCL/LTD,Q46,Off-Peak,11205.386,840,13.327903
2021-03-01,Queens,2,LCL/LTD,Q46,Peak,4303.627,333,12.911559
2021-03-01,Queens,1,LCL/LTD,Q47,Off-Peak,14405.101,1879,7.6645627
2021-03-01,Queens,1,LCL/LTD,Q47,Peak,9679.185,1390,6.958621
2021-03-01,Queens,2,LCL/LTD,Q47,Off-Peak,2728.409,357,7.6222715
2021-03-01,Queens,2,LCL/LTD,Q47,Peak,1067.657,143,7.45679
2021-03-01,Queens,1,LCL/LTD,Q48,Off-Peak,10987.357,1096,10.024187
2021-03-01,Queens,1,LCL/LTD,Q48,Peak,4231.054,475,8.893065
2021-03-01,Queens,2,LCL/LTD,Q48,Off-Peak,3347.723,328,10.192437
2021-03-01,Queens,2,LCL/LTD,Q48,Peak,1220.797,123,9.891225
2021-03-01,Queens,1,LCL/LTD,Q49,Off-Peak,8560.302,1255,6.818223
2021-03-01,Queens,1,LCL/LTD,Q49,Peak,5292.065,851,6.2151494
2021-03-01,Queens,2,LCL/LTD,Q49,Off-Peak,2183.65,327,6.658575
2021-03-01,Queens,2,LCL/LTD,Q49,Peak,835.871,137,6.086365
2021-03-01,Queens,1,LCL/LTD,Q5,Off-Peak,29524.61,3082,9.579278
2021-03-01,Queens,1,LCL/LTD,Q5,Peak,13135.807,1509,8.703499
2021-03-01,Queens,2,LCL/LTD,Q5,Off-Peak,7277.735,719,10.108554
2021-03-01,Queens,2,LCL/LTD,Q5,Peak,2554.792,268,9.507175
2021-03-01,Queens,1,LCL/LTD,Q50,Off-Peak,19006.645,1345,14.126346
2021-03-01,Queens,1,LCL/LTD,Q50,Peak,8715.822,655,13.298438
2021-03-01,Queens,2,LCL/LTD,Q50,Off-Peak,4642.242,318,14.554828
2021-03-01,Queens,2,LCL/LTD,Q50,Peak,1762.593,121,14.501734
2021-03-01,Queens,1,SBS,Q52+,Off-Peak,21994.268,1540,14.281101
2021-03-01,Queens,1,SBS,Q52+,Peak,10614.728,767,13.821409
2021-03-01,Queens,2,SBS,Q52+,Off-Peak,6302.9043,446,14.112595
2021-03-01,Queens,2,SBS,Q52+,Peak,2452.602,173,14.097169
2021-03-01,Queens,1,SBS,Q53+,Off-Peak,50857.41,4005,12.696197
2021-03-01,Queens,1,SBS,Q53+,Peak,20533.652,1734,11.838317
2021-03-01,Queens,2,SBS,Q53+,Off-Peak,15752.748,1275,12.354342
2021-03-01,Queens,2,SBS,Q53+,Peak,4970.14,416,11.934454
2021-03-01,Queens,1,LCL/LTD,Q54,Off-Peak,28942.482,3533,8.190021
2021-03-01,Queens,1,LCL/LTD,Q54,Peak,10253.782,1462,7.010912
2021-03-01,Queens,2,LCL/LTD,Q54,Off-Peak,7040.287,783,8.983666
2021-03-01,Queens,2,LCL/LTD,Q54,Peak,2296.198,272,8.416197
2021-03-01,Queens,1,LCL/LTD,Q55,Off-Peak,13150.324,1578,8.332921
2021-03-01,Queens,1,LCL/LTD,Q55,Peak,6004.854,838,7.1586657
2021-03-01,Queens,2,LCL/LTD,Q55,Off-Peak,3303.658,378,8.724993
2021-03-01,Queens,2,LCL/LTD,Q55,Peak,1254.858,151,8.264556
2021-03-01,Queens,1,LCL/LTD,Q56,Off-Peak,17148.447,2342,7.3204603
2021-03-01,Queens,1,LCL/LTD,Q56,Peak,6441.047,996,6.4619603
2021-03-01,Queens,2,LCL/LTD,Q56,Off-Peak,4773.204,596,8.004307
2021-03-01,Queens,2,LCL/LTD,Q56,Peak,1473.941,193,7.6069245
2021-03-01,Queens,1,LCL/LTD,Q58,Off-Peak,55282.03,6940,7.9653993
2021-03-01,Queens,1,LCL/LTD,Q58,Peak,25093.717,3437,7.3006105
2021-03-01,Queens,2,LCL/LTD,Q58,Off-Peak,16146.346,1989,8.11475
2021-03-01,Queens,2,LCL/LTD,Q58,Peak,6491.07,812,7.991378
2021-03-01,Queens,1,LCL/LTD,Q59,Off-Peak,16015.706,1964,8.154512
2021-03-01,Queens,1,LCL/LTD,Q59,Peak,6989.913,996,7.0164857
2021-03-01,Queens,2,LCL/LTD,Q59,Off-Peak,5286.383,588,8.981584
2021-03-01,Queens,2,LCL/LTD,Q59,Peak,1954.332,236,8.279879
2021-03-01,Queens,1,LCL/LTD,Q6,Off-Peak,20768.92,2561,8.106841
2021-03-01,Queens,1,LCL/LTD,Q6,Peak,8452.4795,1115,7.5801454
2021-03-01,Queens,2,LCL/LTD,Q6,Off-Peak,5423.234,624,8.688949
2021-03-01,Queens,2,LCL/LTD,Q6,Peak,2201.014,257,8.555241
2021-03-01,Queens,1,LCL/LTD,Q60,Off-Peak,37160.848,4526,8.208977
2021-03-01,Queens,1,LCL/LTD,Q60,Peak,13957.81,1909,7.311557
2021-03-01,Queens,2,LCL/LTD,Q60,Off-Peak,11020.4375,1276,8.636108
2021-03-01,Queens,2,LCL/LTD,Q60,Peak,3539.142,438,8.062776
2021-03-01,Queens,1,LCL/LTD,Q64,Off-Peak,11241.243,1170,9.604213
2021-03-01,Queens,1,LCL/LTD,Q64,Peak,7670.943,910,8.427028
2021-03-01,Queens,2,LCL/LTD,Q64,Off-Peak,2351.0369,236,9.957719
2021-03-01,Queens,2,LCL/LTD,Q64,Peak,784.068,81,9.671328
2021-03-01,Queens,1,LCL/LTD,Q65,Off-Peak,38885.984,4302,9.038179
2021-03-01,Queens,1,LCL/LTD,Q65,Peak,20806.977,2511,8.283898
2021-03-01,Queens,2,LCL/LTD,Q65,Off-Peak,9130.823,996,9.165034
2021-03-01,Queens,2,LCL/LTD,Q65,Peak,3235.5579,368,8.780254
2021-03-01,Queens,1,LCL/LTD,Q66,Off-Peak,28327.53,3336,8.490885
2021-03-01,Queens,1,LCL/LTD,Q66,Peak,12411.118,1599,7.76062
2021-03-01,Queens,2,LCL/LTD,Q66,Off-Peak,8185.258,982,8.331803
2021-03-01,Queens,2,LCL/LTD,Q66,Peak,2591.523,336,7.692135
2021-03-01,Queens,1,LCL/LTD,Q67,Off-Peak,9150.4,896,10.203886
2021-03-01,Queens,1,LCL/LTD,Q67,Peak,6168.904,661,9.327603
2021-03-01,Queens,2,LCL/LTD,Q67,Off-Peak,1152.016,104,11.053193
2021-03-01,Queens,2,LCL/LTD,Q67,Peak,416.32,38,10.741201
2021-03-01,Queens,1,LCL/LTD,Q69,Off-Peak,15168.6875,1953,7.766478
2021-03-01,Queens,1,LCL/LTD,Q69,Peak,9117.673,1234,7.388601
2021-03-01,Queens,2,LCL/LTD,Q69,Off-Peak,4693.631,571,8.216738
2021-03-01,Queens,2,LCL/LTD,Q69,Peak,1804.678,224,8.0514965
2021-03-01,Queens,1,LCL/LTD,Q7,Off-Peak,11328.992,1276,8.876748
2021-03-01,Queens,1,LCL/LTD,Q7,Peak,6323.9487,725,8.7160225
2021-03-01,Queens,2,LCL/LTD,Q7,Off-Peak,2606.007,268,9.697873
2021-03-01,Queens,2,LCL/LTD,Q7,Peak,899.3,96,9.342298
2021-03-01,Queens,1,SBS,Q70+,Off-Peak,15859.25,1155,13.725621
2021-03-01,Queens,1,SBS,Q70+,Peak,5648.375,472,11.961567
2021-03-01,Queens,2,SBS,Q70+,Off-Peak,4808.875,334,14.39662
2021-03-01,Queens,2,SBS,Q70+,Peak,1469.125,107,13.633306
2021-03-01,Queens,1,LCL/LTD,Q72,Off-Peak,8542.514,1300,6.56871
2021-03-01,Queens,1,LCL/LTD,Q72,Peak,3618.85,640,5.6525908
2021-03-01,Queens,2,LCL/LTD,Q72,Off-Peak,2004.687,326,6.1313953
2021-03-01,Queens,2,LCL/LTD,Q72,Peak,767.822,137,5.578401
2021-03-01,Queens,1,LCL/LTD,Q76,Off-Peak,18441.777,1774,10.391102
2021-03-01,Queens,1,LCL/LTD,Q76,Peak,8795.286,886,9.917868
2021-03-01,Queens,2,LCL/LTD,Q76,Off-Peak,3300.455,294,11.19028
2021-03-01,Queens,2,LCL/LTD,Q76,Peak,1646.6421,144,11.393126
2021-03-01,Queens,1,LCL/LTD,Q77,Off-Peak,15310.56,1708,8.960331
2021-03-01,Queens,1,LCL/LTD,Q77,Peak,7812.256,911,8.570398
2021-03-01,Queens,2,LCL/LTD,Q77,Off-Peak,2339.207,237,9.855401
2021-03-01,Queens,2,LCL/LTD,Q77,Peak,1231.034,124,9.914722
2021-03-01,Queens,1,LCL/LTD,Q8,Off-Peak,19515.596,2483,7.8582726
2021-03-01,Queens,1,LCL/LTD,Q8,Peak,10788.433,1509,7.146088
2021-03-01,Queens,2,LCL/LTD,Q8,Off-Peak,5422.308,650,8.333511
2021-03-01,Queens,2,LCL/LTD,Q8,Peak,2444.026,293,8.33111
2021-03-01,Queens,1,LCL/LTD,Q83,Off-Peak,17163.445,1797,9.550391
2021-03-01,Queens,1,LCL/LTD,Q83,Peak,7241.515,849,8.524594
2021-03-01,Queens,2,LCL/LTD,Q83,Off-Peak,4765.396,465,10.240315
2021-03-01,Queens,2,LCL/LTD,Q83,Peak,1685.505,172,9.786914
2021-03-01,Queens,1,LCL/LTD,Q84,Off-Peak,13677.872,1199,11.399868
2021-03-01,Queens,1,LCL/LTD,Q84,Peak,6168.6353,594,10.3684845
2021-03-01,Queens,2,LCL/LTD,Q84,Off-Peak,2972.569,237,12.508005
2021-03-01,Queens,2,LCL/LTD,Q84,Peak,1126.035,92,12.114961
2021-03-01,Queens,1,LCL/LTD,Q85,Off-Peak,34243.625,3360,10.190798
2021-03-01,Queens,1,LCL/LTD,Q85,Peak,15222.477,1630,9.336854
2021-03-01,Queens,2,LCL/LTD,Q85,Off-Peak,7903.916,753,10.487926
2021-03-01,Queens,2,LCL/LTD,Q85,Peak,2717.701,270,10.049627
2021-03-01,Queens,1,LCL/LTD,Q88,Off-Peak,29013.715,2320,12.501896
2021-03-01,Queens,1,LCL/LTD,Q88,Peak,15663.094,1378,11.358761
2021-03-01,Queens,2,LCL/LTD,Q88,Off-Peak,6728.5537,534,12.588985
2021-03-01,Queens,2,LCL/LTD,Q88,Peak,2774.71,223,12.401709
2021-03-01,Queens,1,LCL/LTD,Q9,Off-Peak,7073.812,947,7.465493
2021-03-01,Queens,1,LCL/LTD,Q9,Peak,3692.4011,547,6.740408
2021-03-01,Queens,2,LCL/LTD,Q9,Off-Peak,1933.861,242,7.986834
2021-03-01,Queens,2,LCL/LTD,Q9,Peak,760.109,100,7.5872226
2021-03-01,Queens,1,EXP,QM1,Off-Peak,955.296,59,16.125105
2021-03-01,Queens,1,EXP,QM1,Peak,2460.544,185,13.2797
2021-03-01,Queens,1,EXP,QM10,Off-Peak,363.396,29,12.431586
2021-03-01,Queens,1,EXP,QM10,Peak,1242.354,117,10.566905
2021-03-01,Queens,1,EXP,QM11,Off-Peak,1205.1781,61,19.556553
2021-03-01,Queens,1,EXP,QM11,Peak,3642.977,214,16.9714
2021-03-01,Queens,1,EXP,QM12,Off-Peak,860.526,63,13.503037
2021-03-01,Queens,1,EXP,QM12,Peak,758.13403,63,11.907708
2021-03-01,Queens,1,EXP,QM15,Off-Peak,8490.763,623,13.618153
2021-03-01,Queens,1,EXP,QM15,Peak,7180.852,582,12.325351
2021-03-01,Queens,2,EXP,QM15,Off-Peak,776.30804,55,13.95582
2021-03-01,Queens,2,EXP,QM15,Peak,403.389,28,14.060674
2021-03-01,Queens,1,EXP,QM16,Off-Peak,2073.526,101,20.475954
2021-03-01,Queens,1,EXP,QM16,Peak,1459.2529,83,17.423164
2021-03-01,Queens,1,EXP,QM17,Off-Peak,1970.089,111,17.65427
2021-03-01,Queens,1,EXP,QM17,Peak,2879.363,192,14.941947
2021-03-01,Queens,1,EXP,QM18,Off-Peak,309.26,24,12.545055
2021-03-01,Queens,1,EXP,QM18,Peak,2119.611,193,10.958278
2021-03-01,Queens,1,EXP,QM2,Off-Peak,8993.383,681,13.204661
2021-03-01,Queens,1,EXP,QM2,Peak,4854.5723,393,12.322135
2021-03-01,Queens,2,EXP,QM2,Off-Peak,1441.71,99,14.52694
2021-03-01,Queens,2,EXP,QM2,Peak,323.124,25,12.473154
2021-03-01,Queens,1,EXP,QM20,Off-Peak,5380.293,376,14.27653
2021-03-01,Queens,1,EXP,QM20,Peak,4732.315,367,12.881215
2021-03-01,Queens,1,EXP,QM21,Off-Peak,2261.623,144,15.60308
2021-03-01,Queens,1,EXP,QM21,Peak,3483.887,278,12.510467
2021-03-01,Queens,1,EXP,QM24,Off-Peak,1192.254,96,12.406388
2021-03-01,Queens,1,EXP,QM24,Peak,3435.844,318,10.787814
2021-03-01,Queens,1,EXP,QM25,Off-Peak,1677.072,91,18.296606
2021-03-01,Queens,1,EXP,QM25,Peak,3784.4922,257,14.715567
2021-03-01,Queens,1,EXP,QM3,Off-Peak,378.02,22,17.115734
2021-03-01,Queens,1,EXP,QM3,Peak,1488.052,118,12.550693
2021-03-01,Queens,1,EXP,QM31,Peak,2383.042,168,14.136484
2021-03-01,Queens,1,EXP,QM32,Off-Peak,1029.615,54,19.00545
2021-03-01,Queens,1,EXP,QM32,Peak,4184.859,264,15.805788
2021-03-01,Queens,1,EXP,QM34,Off-Peak,1206.015,85,14.029503
2021-03-01,Queens,1,EXP,QM34,Peak,3541.611,310,11.419589
2021-03-01,Queens,1,EXP,QM35,Off-Peak,1582.146,88,17.960619
2021-03-01,Queens,1,EXP,QM35,Peak,3787.032,226,16.747002
2021-03-01,Queens,1,EXP,QM36,Off-Peak,568.075,29,18.995108
2021-03-01,Queens,1,EXP,QM36,Peak,1043.557,59,17.572655
2021-03-01,Queens,1,EXP,QM4,Off-Peak,4516.019,447,10.083094
2021-03-01,Queens,1,EXP,QM4,Peak,2585.896,265,9.751322
2021-03-01,Queens,2,EXP,QM4,Off-Peak,1227.6,102,11.949642
2021-03-01,Queens,2,EXP,QM4,Peak,475.34702,39,11.971047
2021-03-01,Queens,1,EXP,QM40,Off-Peak,295.908,17,16.669046
2021-03-01,Queens,1,EXP,QM40,Peak,980.841,81,12.079777
2021-03-01,Queens,1,EXP,QM42,Peak,1261.626,87,14.476489
2021-03-01,Queens,1,EXP,QM44,Off-Peak,230.62,13,17.18907
2021-03-01,Queens,1,EXP,QM44,Peak,1552.789,126,12.245164
2021-03-01,Queens,1,EXP,QM5,Off-Peak,9249.233,653,14.163168
2021-03-01,Queens,1,EXP,QM5,Peak,5687.584,422,13.465145
2021-03-01,Queens,2,EXP,QM5,Off-Peak,1706.62,108,15.74627
2021-03-01,Queens,2,EXP,QM5,Peak,679.02,47,14.344062
2021-03-01,Queens,1,EXP,QM6,Off-Peak,5557.789,426,13.016044
2021-03-01,Queens,1,EXP,QM6,Peak,4383.459,339,12.911577
2021-03-01,Queens,2,EXP,QM6,Off-Peak,1612.05,107,14.965882
2021-03-01,Queens,2,EXP,QM6,Peak,683.878,47,14.465445
2021-03-01,Queens,1,EXP,QM7,Off-Peak,4072.942,219,18.581387
2021-03-01,Queens,1,EXP,QM7,Peak,6373.61,357,17.808119
2021-03-01,Queens,1,EXP,QM8,Off-Peak,2789.0762,151,18.421429
2021-03-01,Queens,1,EXP,QM8,Peak,3176.488,195,16.23803
2021-03-01,Queens,1,EXP,X63,Off-Peak,3046.541,204,14.863291
2021-03-01,Queens,1,EXP,X63,Peak,5083.698,425,11.948944
2021-03-01,Queens,1,EXP,X64,Off-Peak,1138.3679,71,15.856485
2021-03-01,Queens,1,EXP,X64,Peak,3297.744,274,12.019599
2021-03-01,Queens,1,EXP,X68,Off-Peak,2426.299,151,16.018406
2021-03-01,Queens,1,EXP,X68,Peak,4523.57,365,12.382976
2021-03-01,Staten Island,1,LCL/LTD,S40,Off-Peak,21506.496,1337,16.073881
2021-03-01,Staten Island,1,LCL/LTD,S40,Peak,7599.4497,496,15.317852
2021-03-01,Staten Island,2,LCL/LTD,S40,Off-Peak,6010.596,358,16.7765
2021-03-01,Staten Island,2,LCL/LTD,S40,Peak,2226.69,136,16.257696
2021-03-01,Staten Island,1,LCL/LTD,S42,Off-Peak,1449.784,121,11.921803
2021-03-01,Staten Island,1,LCL/LTD,S42,Peak,1507.4501,129,11.681962
2021-03-01,Staten Island,1,LCL/LTD,S44,Off-Peak,22416.578,1911,11.726153
2021-03-01,Staten Island,1,LCL/LTD,S44,Peak,7945.077,724,10.971859
2021-03-01,Staten Island,2,LCL/LTD,S44,Off-Peak,6269.6797,525,11.920349
2021-03-01,Staten Island,2,LCL/LTD,S44,Peak,2632.0,225,11.69046
2021-03-01,Staten Island,1,LCL/LTD,S46,Off-Peak,22240.844,1986,11.197025
2021-03-01,Staten Island,1,LCL/LTD,S46,Peak,8720.24,846,10.296402
2021-03-01,Staten Island,2,LCL/LTD,S46,Off-Peak,5901.0,477,12.34938
2021-03-01,Staten Island,2,LCL/LTD,S46,Peak,2191.808,186,11.741182
2021-03-01,Staten Island,1,LCL/LTD,S48,Off-Peak,17554.295,1698,10.334091
2021-03-01,Staten Island,1,LCL/LTD,S48,Peak,5900.8623,624,9.447157
2021-03-01,Staten Island,2,LCL/LTD,S48,Off-Peak,4770.441,449,10.617069
2021-03-01,Staten Island,2,LCL/LTD,S48,Peak,1774.543,177,9.999319
2021-03-01,Staten Island,1,LCL/LTD,S51,Off-Peak,16102.797,1162,13.852961
2021-03-01,Staten Island,1,LCL/LTD,S51,Peak,6319.0938,502,12.583227
2021-03-01,Staten Island,2,LCL/LTD,S51,Off-Peak,3778.875,263,14.340659
2021-03-01,Staten Island,2,LCL/LTD,S51,Peak,1009.904,78,12.783955
2021-03-01,Staten Island,1,LCL/LTD,S52,Off-Peak,13724.954,1180,11.62618
2021-03-01,Staten Island,1,LCL/LTD,S52,Peak,7096.336,648,10.950906
2021-03-01,Staten Island,2,LCL/LTD,S52,Off-Peak,3331.406,263,12.632719
2021-03-01,Staten Island,2,LCL/LTD,S52,Peak,1434.968,119,12.014552
2021-03-01,Staten Island,1,LCL/LTD,S53,Off-Peak,33818.105,2733,12.369944
2021-03-01,Staten Island,1,LCL/LTD,S53,Peak,13262.452,1196,11.088249
2021-03-01,Staten Island,2,LCL/LTD,S53,Off-Peak,9758.056,744,13.111075
2021-03-01,Staten Island,2,LCL/LTD,S53,Peak,3485.058,278,12.51622
2021-03-01,Staten Island,1,LCL/LTD,S54,Off-Peak,12640.185,933,13.545506
2021-03-01,Staten Island,1,LCL/LTD,S54,Peak,5328.179,409,13.011293
2021-03-01,Staten Island,1,LCL/LTD,S55,Off-Peak,6535.776,417,15.666091
2021-03-01,Staten Island,1,LCL/LTD,S55,Peak,3967.4587,260,15.20206
2021-03-01,Staten Island,1,LCL/LTD,S56,Off-Peak,5431.3174,357,15.193073
2021-03-01,Staten Island,1,LCL/LTD,S56,Peak,3747.6062,250,14.95843
2021-03-01,Staten Island,1,LCL/LTD,S57,Off-Peak,10706.386,802,13.34008
2021-03-01,Staten Island,1,LCL/LTD,S57,Peak,5128.466,411,12.463564
2021-03-01,Staten Island,2,LCL/LTD,S57,Off-Peak,3125.0278,223,14.000568
2021-03-01,Staten Island,2,LCL/LTD,S57,Peak,1450.787,101,14.264773
2021-03-01,Staten Island,1,LCL/LTD,S59,Off-Peak,21668.525,1623,13.345431
2021-03-01,Staten Island,1,LCL/LTD,S59,Peak,11004.622,782,14.064404
2021-03-01,Staten Island,2,LCL/LTD,S59,Off-Peak,3085.418,240,12.829211
2021-03-01,Staten Island,2,LCL/LTD,S59,Peak,1114.239,90,12.35458
2021-03-01,Staten Island,1,LCL/LTD,S61,Off-Peak,16772.256,1394,12.023182
2021-03-01,Staten Island,1,LCL/LTD,S61,Peak,5784.804,501,11.544646
2021-03-01,Staten Island,2,LCL/LTD,S61,Off-Peak,4491.4053,368,12.200862
2021-03-01,Staten Island,2,LCL/LTD,S61,Peak,1832.0641,147,12.452667
2021-03-01,Staten Island,1,LCL/LTD,S62,Off-Peak,17698.768,1313,13.472774
2021-03-01,Staten Island,1,LCL/LTD,S62,Peak,5123.673,423,12.093523
2021-03-01,Staten Island,2,LCL/LTD,S62,Off-Peak,4899.69,352,13.9008045
2021-03-01,Staten Island,2,LCL/LTD,S62,Peak,1365.902,104,13.109583
2021-03-01,Staten Island,1,LCL/LTD,S66,Off-Peak,10009.72,801,12.4825945
2021-03-01,Staten Island,1,LCL/LTD,S66,Peak,4462.395,387,11.502007
2021-03-01,Staten Island,1,LCL/LTD,S74,Off-Peak,34314.87,2419,14.184093
2021-03-01,Staten Island,1,LCL/LTD,S74,Peak,11319.493,915,12.362305
2021-03-01,Staten Island,2,LCL/LTD,S74,Off-Peak,9985.232,663,15.056229
2021-03-01,Staten Island,2,LCL/LTD,S74,Peak,2881.72,211,13.644993
2021-03-01,Staten Island,1,LCL/LTD,S76,Off-Peak,15789.75,1321,11.946321
2021-03-01,Staten Island,1,LCL/LTD,S76,Peak,7448.715,647,11.496833
2021-03-01,Staten Island,2,LCL/LTD,S76,Off-Peak,2381.548,194,12.253563
2021-03-01,Staten Island,2,LCL/LTD,S76,Peak,1268.634,102,12.341132
2021-03-01,Staten Island,1,LCL/LTD,S78,Off-Peak,42999.73,2994,14.360744
2021-03-01,Staten Island,1,LCL/LTD,S78,Peak,13496.276,1005,13.4261875
2021-03-01,Staten Island,2,LCL/LTD,S78,Off-Peak,10043.825,653,15.35984
2021-03-01,Staten Island,2,LCL/LTD,S78,Peak,2803.343,194,14.434824
2021-03-01,Staten Island,1,LCL/LTD,S79+,Off-Peak,78.242004,5,13.679337
2021-03-01,Staten Island,1,SBS,S79+,Off-Peak,51109.285,3291,15.526796
2021-03-01,Staten Island,1,SBS,S79+,Peak,27807.908,1806,15.396921
2021-03-01,Staten Island,2,SBS,S79+,Off-Peak,14413.586,926,15.564826
2021-03-01,Staten Island,2,SBS,S79+,Peak,6136.651,405,15.132442
2021-03-01,Staten Island,1,LCL/LTD,S81,Off-Peak,46.344,3,15.054901
2021-03-01,Staten Island,1,LCL/LTD,S81,Peak,1189.496,91,13.028434
2021-03-01,Staten Island,1,LCL/LTD,S84,Off-Peak,740.60803,47,15.50759
2021-03-01,Staten Island,1,LCL/LTD,S84,Peak,1683.2001,124,13.539527
2021-03-01,Staten Island,1,LCL/LTD,S86,Peak,872.29004,74,11.780892
2021-03-01,Staten Island,1,LCL/LTD,S89,Off-Peak,2656.602,149,17.764301
2021-03-01,Staten Island,1,LCL/LTD,S89,Peak,6715.333,395,16.968397
2021-03-01,Staten Island,1,LCL/LTD,S90,Off-Peak,2937.447,162,18.029135
2021-03-01,Staten Island,1,LCL/LTD,S90,Peak,4056.219,231,17.509153
2021-03-01,Staten Island,1,LCL/LTD,S91,Off-Peak,1494.078,122,12.149747
2021-03-01,Staten Island,1,LCL/LTD,S91,Peak,1809.2521,154,11.718649
2021-03-01,Staten Island,1,LCL/LTD,S92,Off-Peak,827.512,63,13.049782
2021-03-01,Staten Island,1,LCL/LTD,S92,Peak,2625.099,205,12.799967
2021-03-01,Staten Island,1,LCL/LTD,S93,Off-Peak,11010.96,771,14.264837
2021-03-01,Staten Island,1,LCL/LTD,S93,Peak,5839.897,440,13.262371
2021-03-01,Staten Island,1,LCL/LTD,S94,Off-Peak,1374.36,101,13.52369
2021-03-01,Staten Island,1,LCL/LTD,S94,Peak,2775.1118,230,12.041998
2021-03-01,Staten Island,1,LCL/LTD,S96,Off-Peak,2751.416,205,13.407861
2021-03-01,Staten Island,1,LCL/LTD,S96,Peak,3029.107,251,12.028553
2021-03-01,Staten Island,1,LCL/LTD,S98,Off-Peak,2310.476,182,12.627717
2021-03-01,Staten Island,1,LCL/LTD,S98,Peak,3228.72,292,11.028305
2021-03-01,Staten Island,1,EXP,SIM1,Off-Peak,10997.903,595,18.46587
2021-03-01,Staten Island,1,EXP,SIM1,Peak,14438.75,784,18.399765
2021-03-01,Staten Island,1,EXP,SIM10,Off-Peak,19155.555,1026,18.669216
2021-03-01,Staten Island,1,EXP,SIM10,Peak,15460.858,905,17.069712
2021-03-01,Staten Island,1,EXP,SIM11,Off-Peak,5837.1836,304,19.15895
2021-03-01,Staten Island,1,EXP,SIM11,Peak,5812.149,326,17.822496
2021-03-01,Staten Island,1,EXP,SIM15,Off-Peak,3930.6038,213,18.388695
2021-03-01,Staten Island,1,EXP,SIM15,Peak,6885.542,404,17.04192
2021-03-01,Staten Island,1,EXP,SIM1C,Off-Peak,50282.043,3025,16.621881
2021-03-01,Staten Island,1,EXP,SIM1C,Peak,5564.041,349,15.924078
2021-03-01,Staten Island,2,EXP,SIM1C,Off-Peak,16886.701,919,18.357178
2021-03-01,Staten Island,2,EXP,SIM1C,Peak,6177.2173,345,17.859179
2021-03-01,Staten Island,1,EXP,SIM2,Off-Peak,9347.217,331,28.22064
2021-03-01,Staten Island,1,EXP,SIM2,Peak,10494.97,395,26.519993
2021-03-01,Staten Island,1,EXP,SIM22,Off-Peak,6492.932,230,28.133167
2021-03-01,Staten Island,1,EXP,SIM22,Peak,6438.766,260,24.75092
2021-03-01,Staten Island,1,EXP,SIM25,Off-Peak,8520.26,306,27.81881
2021-03-01,Staten Island,1,EXP,SIM25,Peak,8627.28,357,24.143076
2021-03-01,Staten Island,1,EXP,SIM26,Off-Peak,11393.61,418,27.197563
2021-03-01,Staten Island,1,EXP,SIM26,Peak,8881.589,364,24.350206
2021-03-01,Staten Island,1,EXP,SIM3,Off-Peak,6843.136,368,18.591381
2021-03-01,Staten Island,1,EXP,SIM3,Peak,7126.012,423,16.84632
